ODI;SIGLAS_AREA;ANIO;NRO_EXPEDIENTE;TIPO_EXPEDIENTE;FECHA_PRESENTACION;SECTOR;SUB_SECTOR;DENUNCIADOS;RUC_DENUNCIADOS; 
SEDE CENTRAL;PS3;2015;1111;DENUNCIA;14/07/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD ESAN;20136507720; 
SEDE CENTRAL;PS3;2015;1112;DENUNCIA;14/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;1113;DENUNCIA;14/07/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;OTROS SERVICIOS PARA EMPRESAS;HIBU PERU S.A.C.;20501426041; 
SEDE CENTRAL;PS3;2015;1114;DENUNCIA;14/07/2015;HOTELES Y OTROS TIPOS DE HOSPEDAJE;SERVICIO DE HOSPEDAJE;MARCE SERVICES S.A.C.;20538417751; 
SEDE CENTRAL;PS3;2015;1115;DENUNCIA;14/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;SERVICIOS ELECTRÓNICOS INTEGRALES S.A.;20254052770; 
SEDE CENTRAL;PS3;2015;1116;DENUNCIA;15/07/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;DISTRIBUIDORA & ASOCIADOS A & A S.A.C.;20563224691; 
SEDE CENTRAL;PS3;2015;1117;DENUNCIA;15/07/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;DIGITAL COMMERCE S.A.C;20543668258; 
SEDE CENTRAL;PS3;2015;1118;DENUNCIA;15/07/2015;OTROS TIPOS DE EDUCACION;SERVICIOS DE ENSEÑANZA;;; 
SEDE CENTRAL;PS3;2015;1119;DENUNCIA;15/07/2015;COMERCIO MINORISTA DE TEXTILES, PRENDAS DE VESTIR Y CALZADO;VENTA DE PRENDAS DE VESTIR;;; 
SEDE CENTRAL;PS3;2015;112;DENUNCIA;23/01/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;INVERSIONES ARMEJO S.A.C.;20519495288; 
SEDE CENTRAL;PS3;2015;1120;DENUNCIA;14/07/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;SERVICIOS HOTELEROS E I R L;20213529774; 
SEDE CENTRAL;PS3;2015;1121;DENUNCIA;15/07/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;LIFE IT S.A.C.;20536903195; 
SEDE CENTRAL;PS3;2015;1122;DENUNCIA;15/07/2015;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y ESPARCIMIENTO;CONCIERTOS;;; 
SEDE CENTRAL;PS3;2015;1123;DENUNCIA;15/07/2015;SERVICIOS VARIOS;SERVICIOS FUNERARIOS;;; 
SEDE CENTRAL;PS3;2015;1124;DENUNCIA;15/07/2015;FABRICACION DE MUEBLES ;FABRICACION MUEBLES;MUEBLES GIORDANO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;20535789429; 
SEDE CENTRAL;PS3;2015;1125;DENUNCIA;15/07/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;1126;DENUNCIA;15/07/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;SAGA FALABELLA S.A.;20100128056; 
SEDE CENTRAL;PS3;2015;1127;DENUNCIA;15/07/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE VEGETALES;CENCOSUD RETAIL PERU S.A.;20109072177; 
SEDE CENTRAL;PS3;2015;1128;DENUNCIA;15/07/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE VEGETALES;CENCOSUD RETAIL PERU S.A.;20109072177; 
SEDE CENTRAL;PS3;2015;1129;DENUNCIA;16/07/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;;; 
SEDE CENTRAL;PS3;2015;113;DENUNCIA;23/01/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;LINIO PERÚ S.A.C.;20547836473; 
SEDE CENTRAL;PS3;2015;1130;DENUNCIA;16/07/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;OTROS SERVICIOS PARA EMPRESAS;INNOVAR MARKETING S.A.C. / SOCIEDAD DE BENEFICENCIA PUBLICA HVCA.;20551668895 / 20207338029; 
SEDE CENTRAL;PS3;2015;1131;DENUNCIA;16/07/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;OTROS SERVICIOS PARA EMPRESAS;SOCIEDAD DE BENEFICENCIA PUBLICA HVCA. / INNOVAR MARKETING S.A.C.;20207338029 / 20551668895; 
SEDE CENTRAL;PS3;2015;1132;DENUNCIA;17/07/2015;CONSTRUCCION E INMOBILIARIOS;VENTA DE INMUEBLES POR ENCARGO;REVOLUTIONS PERU SAC / REVOLUTIONS PERU SAC;20510169558 / 20510169558; 
SEDE CENTRAL;PS3;2015;1133;DENUNCIA;17/07/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;INS SUP TECN DE LA CLINICA RICARDO PALMA;20338856955; 
SEDE CENTRAL;PS3;2015;1134;DENUNCIA;17/07/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;MAPFRE PERU COMPAÑIA DE SEGUROS Y REASEGUROS S.A. / PEÑARANDA PLANCHADO Y PINTURA SOCIEDAD ANONIMA CERRADA;20202380621 / 20515953435; 
SEDE CENTRAL;PS3;2015;1135;DENUNCIA;17/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;TECHNOLOGY ELEGANT SOCIEDAD ANONIMA CERRADA - TECHEL S.A.C. / HUARI SLOT SOCIEDAD ANONIMA CERRADA;20520795279 / 20530926321; 
SEDE CENTRAL;PS3;2015;1136;DENUNCIA;17/07/2015;COMERCIO MINORISTA DE PRODUCTOS FARMACEUTICOS, PERFUMERIA Y AFINES;VENTA DE MEDICAMENTOS;FARMACIA UNIVERSAL S.A.C.;20100025168; 
SEDE CENTRAL;PS3;2015;1137;DENUNCIA;17/07/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;DIVERSIONES Y ENTRETENIMIENTOS PERUVIAN S.A.C.;20547100035; 
SEDE CENTRAL;PS3;2015;1138;DENUNCIA;20/07/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;RBM IMPORT TRADING SOCIEDAD ANONIMA CERRADA;20522109500; 
SEDE CENTRAL;PS3;2015;1139;DENUNCIA;20/07/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA EN INFORMATICA;R & M PORTATILES SOCIEDAD ANONIMA CERRADA;20550024447; 
SEDE CENTRAL;PS3;2015;114;DENUNCIA;23/01/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;OFERTOP S.A.C. / EVENTOS & SERVICIOS DE CATERING E.I.R.L.;20543668258 / 20547590881; 
SEDE CENTRAL;PS3;2015;1140;DENUNCIA;20/07/2015;IMPRESION Y EDICION DE LIBROS, PERIODICOS Y RELACIONADOS;VENTA DE PUBLICIDAD;SERVICIOS MULTIMEDIA S.A.C.;20501426041; 
SEDE CENTRAL;PS3;2015;1141;DENUNCIA;20/07/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;SAGA FALABELLA S.A.;20100128056; 
SEDE CENTRAL;PS3;2015;1142;DENUNCIA;20/07/2015;SERVICIOS VARIOS;SERVICIOS DE LAVANDERIA;;; 
SEDE CENTRAL;PS3;2015;1143;DENUNCIA;20/07/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;IMPORTACIONES HIRAOKA S.A.C.;20100016681; 
SEDE CENTRAL;PS3;2015;1144;DENUNCIA;21/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;DK DETAILS CATERING EVENTOS Y PUBLICIDAD EIRL;20565746546; 
SEDE CENTRAL;PS3;2015;1145;DENUNCIA;21/07/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.;20211614545; 
SEDE CENTRAL;PS3;2015;1146;DENUNCIA;21/07/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;1147;DENUNCIA;21/07/2015;TRANSPORTE TERRESTRE Y OTROS TIPOS DE TRANSPORTE;ENCOMIENDAS ;EMPRESA DE TRANSPORTES ANDIA SOCIEDAD ANONIMA CERRADA - EMTRANSAC;20100461570; 
SEDE CENTRAL;PS3;2015;1148;DENUNCIA;21/07/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;;; 
SEDE CENTRAL;PS3;2015;1149;DENUNCIA;22/07/2015;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y ESPARCIMIENTO;OTRAS ACTIVIDADES DE ESPARCIMIENTO;SOFTNYX PERU S.A.C.;20535931861; 
SEDE CENTRAL;PS3;2015;115;DENUNCIA;23/01/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;T & P GLOBAL S.A.C.;20521447011; 
SEDE CENTRAL;PS3;2015;1150;DENUNCIA;21/07/2015;OTRAS ACTIVIDADES ECONOMICAS;SERVICIOS DE GIROS DE DINERO;;; 
SEDE CENTRAL;PS3;2015;1151;DENUNCIA;21/07/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;ALTAIR INMOBILIARIA & CONSTRUCCION SAC;20504620132; 
SEDE CENTRAL;PS3;2015;1152;DENUNCIA;22/07/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;AGENCIA DE EMPLEOS;AGENCIA DE EMPLEOS JOSE PARDO S.A.C;20511131791; 
SEDE CENTRAL;PS3;2015;1153;DENUNCIA;22/07/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A. / DERCO PERU S.A.;20337564373 / 20344877158; 
SEDE CENTRAL;PS3;2015;1154;DENUNCIA;22/07/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE REPUESTOS PARA VEHICULOS AUTOMOTORES Y MOTOCICLETAS;SERFAC S.A.C.;20295833743; 
SEDE CENTRAL;PS3;2015;1155;DENUNCIA;22/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT;20131312955; 
SEDE CENTRAL;PS3;2015;1156;DENUNCIA;22/07/2015;SERVICIOS DE SALUD HUMANA Y VETERINARIA;SERVICIOS DE CONSULTORIO Y EMERGENCIA;;; 
SEDE CENTRAL;PS3;2015;1157;DENUNCIA;23/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;WHITE LINE SERVICE S.A.C.;20524032431; 
SEDE CENTRAL;PS3;2015;1158;DENUNCIA;23/07/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;DELOSI S.A.;20100123330; 
SEDE CENTRAL;PS3;2015;1159;DENUNCIA;23/07/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;SAGA FALABELLA S.A.;20100128056; 
SEDE CENTRAL;PS3;2015;116;DENUNCIA;23/01/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;LINIO PERÚ S.A.C.;20547836473; 
SEDE CENTRAL;PS3;2015;1160;DENUNCIA;23/07/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;SODIMAC PERU S.A.;20389230724; 
SEDE CENTRAL;PS3;2015;1161;DENUNCIA;23/07/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;SK CONSTRUCTORES SOCIEDAD ANONIMA CERRADA-SK CONSTRUCTORES S.A.C.;20519101093; 
SEDE CENTRAL;PS3;2015;1162;DENUNCIA;24/07/2015;EDUCACION INICIAL Y PRIMARIA;SERVICIOS DE ENSEÑANZA;ALBERT EINSTEIN LIMA S.A.C.;20543230180; 
SEDE CENTRAL;PS3;2015;1163;DENUNCIA;24/07/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;SKBERGÉ PERÚ RETAIL S.A.C;20524207509; 
SEDE CENTRAL;PS3;2015;1164;DENUNCIA;24/07/2015;TELECOMUNICACIONES;SERVICIOS DE INSTALACION;SEÑAL SATELITAL CABLE MUNDO PERU E.I.R.L.;20555150777; 
SEDE CENTRAL;PS3;2015;1165;DENUNCIA;24/07/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;SKBERGÉ PERÚ RETAIL S.A.C;20524207509; 
SEDE CENTRAL;PS3;2015;1166;DENUNCIA;24/07/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;TANREN S.A.C.;20520181963; 
SEDE CENTRAL;PS3;2015;1167;DENUNCIA;24/07/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;YORKS MOTORS S.A.C.;20536534726; 
SEDE CENTRAL;PS3;2015;1168;DENUNCIA;24/07/2015;CONSTRUCCION E INMOBILIARIOS;ALQUILER DE INMUEBLES POR ENCARGO;LOS PORTALES S.A.;20301837896; 
SEDE CENTRAL;PS3;2015;1169;DENUNCIA;24/07/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;;; 
SEDE CENTRAL;PS3;2015;117;DENUNCIA;23/01/2015;COMERCIO MINORISTA DE TEXTILES, PRENDAS DE VESTIR Y CALZADO;VENTA DE PRENDAS DE VESTIR;IBEROTEX S.A.C.;20544353714; 
SEDE CENTRAL;PS3;2015;1170;DENUNCIA;24/07/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;AGENCIA DE EMPLEOS;;; 
SEDE CENTRAL;PS3;2015;1171;DENUNCIA;24/07/2015;TRANSPORTE TERRESTRE Y OTROS TIPOS DE TRANSPORTE;TRANSPORTE DE CARGA;COMERCIO & CIA S.A;20258505213; 
SEDE CENTRAL;PS3;2015;1172;DENUNCIA;24/07/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;GRUPO SEVEN SEAS S.A.C.;20515506251; 
SEDE CENTRAL;PS3;2015;1173;DENUNCIA;24/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;1174;DENUNCIA;24/07/2015;FABRICACION DE MUEBLES ;FABRICACION MUEBLES;;; 
SEDE CENTRAL;PS3;2015;1175;DENUNCIA;24/07/2015;SERVICIOS DE SALUD HUMANA Y VETERINARIA;SERVICIOS DE CONSULTORIO Y EMERGENCIA;MONTERRICO PET CITY S.A.C.;20535646318; 
SEDE CENTRAL;PS3;2015;1176;DENUNCIA;24/07/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE ELECTRODOMESTICOS;CENCOSUD RETAIL PERU S.A.;20109072177; 
SEDE CENTRAL;PS3;2015;1177;DENUNCIA;30/07/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;TRANSACCIONES COMERCIALES AUTOMOTRICES & INMOBILIARIAS;20451560361; 
SEDE CENTRAL;PS3;2015;1178;DENUNCIA;30/07/2015;TRANSPORTE TERRESTRE Y OTROS TIPOS DE TRANSPORTE;ENCOMIENDAS ;TRANSPORTES PERALTA PAREDES E.I.R.L.;20542308347; 
SEDE CENTRAL;PS3;2015;1179;DENUNCIA;30/07/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;118;DENUNCIA;23/01/2015;SERVICIOS VARIOS;SERVICIOS DE LAVANDERIA;INVERSIONES ANTEQUERA  S.A.C.;20545510457; 
SEDE CENTRAL;PS3;2015;1180;DENUNCIA;30/07/2015;FABRICACION DE MUEBLES ;FABRICACION MUEBLES;;; 
SEDE CENTRAL;PS3;2015;1181;DENUNCIA;30/07/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;SODIMAC PERU S.A.;20389230724; 
SEDE CENTRAL;PS3;2015;1182;DENUNCIA;30/07/2015;SERVICIOS VARIOS;SERVICIOS DE LAVANDERIA;;; 
SEDE CENTRAL;PS3;2015;1183;DENUNCIA;30/07/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE OTROS PRODUCTOS;SUPERMERCADOS PERUANOS SOCIEDAD ANÓNIMA `O´ S.P.S.A.;20100070970; 
SEDE CENTRAL;PS3;2015;1184;DENUNCIA;30/07/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;IAMI SOCIEDAD ANONIMA CERRADA;20519247977; 
SEDE CENTRAL;PS3;2015;1185;DENUNCIA;30/07/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE ELECTRODOMESTICOS;SAGA FALABELLA S.A.;20100128056; 
SEDE CENTRAL;PS3;2015;1186;DENUNCIA;31/07/2015;HOTELES Y OTROS TIPOS DE HOSPEDAJE;SERVICIO DE HOSPEDAJE;;; 
SEDE CENTRAL;PS3;2015;1187;DENUNCIA;31/07/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;GMG COMERCIAL PERÚ S.A.;20536935712; 
SEDE CENTRAL;PS3;2015;1188;DENUNCIA;31/07/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;RASH PERU S.A.C.;20378890161; 
SEDE CENTRAL;PS3;2015;1189;DENUNCIA;3/08/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;EDIFICACIONES Y CONSTRUCCIONES EL AGUSTINO S.A.C.;20537811448; 
SEDE CENTRAL;PS3;2015;119;DENUNCIA;23/01/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;TAMASHIRO XXXXXX, RYOTA;15504309107; 
SEDE CENTRAL;PS3;2015;1190;DENUNCIA;3/08/2015;TELECOMUNICACIONES;VENTA DE EQUIPOS DE COMPUTO;AMERICA MOVIL PERU S.A.C.;20467534026; 
SEDE CENTRAL;PS3;2015;1191;DENUNCIA;31/07/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;SATURNO 21 S.A;20383435138; 
SEDE CENTRAL;PS3;2015;1192;DENUNCIA;31/07/2015;SERVICIOS VARIOS;SERVICIOS DE SALONES DE BELLEZA Y PELUQUERIAS;LIMATAN PERU SOCIEDAD ANONIMA CERRADA;20535745057; 
SEDE CENTRAL;PS3;2015;1193;DENUNCIA;3/08/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE OTROS PRODUCTOS;CENCOSUD RETAIL PERU S.A.;20109072177; 
SEDE CENTRAL;PS3;2015;1194;DENUNCIA;3/08/2015;CONSTRUCCION E INMOBILIARIOS;VENTA DE INMUEBLES POR ENCARGO;OPERACIONES FUNERARIAS S.A. OFSA;20422635671; 
SEDE CENTRAL;PS3;2015;1195;DENUNCIA;3/08/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;;; 
SEDE CENTRAL;PS3;2015;1196;DENUNCIA;3/08/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE ELECTRODOMESTICOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;1197;DENUNCIA;3/08/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE ARTICULOS DE DECORACION;SAGA FALABELLA S.A.;20100128056; 
SEDE CENTRAL;PS3;2015;1198;DENUNCIA;3/08/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;20148092282; 
SEDE CENTRAL;PS3;2015;1199;DENUNCIA;7/08/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;LA CASA DEL MACHIMBRADO SELECTO SAC;20554598278; 
SEDE CENTRAL;PS3;2015;12;DENUNCIA;6/01/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;LINIO PERÚ S.A.C.;20547836473; 
SEDE CENTRAL;PS3;2015;120;DENUNCIA;26/01/2015;TELECOMUNICACIONES;VENTA DE EQUIPOS TELEFONICOS;GLOBAL TALK S.A.C.;20552126271; 
SEDE CENTRAL;PS3;2015;1200;DENUNCIA;7/08/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;PANDERO S.A. EAFC;20100115663; 
SEDE CENTRAL;PS3;2015;1201;DENUNCIA;7/08/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;1202;DENUNCIA;7/08/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.;20211614545; 
SEDE CENTRAL;PS3;2015;1203;DENUNCIA;7/08/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;EDIFICACIONES Y CONSTRUCCIONES LOS CASTAÑOS S.A.C.;20538208320; 
SEDE CENTRAL;PS3;2015;1204;DENUNCIA;3/08/2015;FABRICACION DE MUEBLES ;FABRICACION MUEBLES;;; 
SEDE CENTRAL;PS3;2015;1205;DENUNCIA;3/08/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA CONTABLE;GRUPO MARPEK S.A.C.;20514306037; 
SEDE CENTRAL;PS3;2015;1206;DENUNCIA;3/08/2015;SERVICIOS DE SALUD HUMANA Y VETERINARIA;SERVICIOS DE CONSULTORIO Y EMERGENCIA;GRUPO QUITO S.A.C;20511984174; 
SEDE CENTRAL;PS3;2015;1207;DENUNCIA;3/08/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE ELECTRODOMESTICOS;HIPERMERCADOS TOTTUS S.A.;20508565934; 
SEDE CENTRAL;PS3;2015;1208;DENUNCIA;3/08/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;TIENDAS PERUANAS S.A.;20493020618; 
SEDE CENTRAL;PS3;2015;1209;DENUNCIA;3/08/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;121;DENUNCIA;20/01/2015;COMERCIO MINORISTA DE TEXTILES, PRENDAS DE VESTIR Y CALZADO;VENTA DE CALZADO Y ARTICULOS DE CUERO;GACH CUEROS E.I.R.L.;20513378166; 
SEDE CENTRAL;PS3;2015;1210;DENUNCIA;4/08/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;SAMSUNG ELECTRONICS PERÚ S.A.C.;20300263578; 
SEDE CENTRAL;PS3;2015;1211;DENUNCIA;4/08/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;SERVICIOS DE CORRESPONDENCIA;SERVICIOS POSTALES DEL PERU S.A.;20256136865; 
SEDE CENTRAL;PS3;2015;1212;DENUNCIA;4/08/2015;COMERCIO MINORISTA DE COMBUSTIBLE;VENTA DE COMBUSTIBLE;ABA SINGER & CIA. S.A.C.;20100032881; 
SEDE CENTRAL;PS3;2015;1213;DENUNCIA;4/08/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;DAI ICHI MOTORS S.R.L.;20279866682; 
SEDE CENTRAL;PS3;2015;1214;DENUNCIA;4/08/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA EN INFORMATICA;CORPORACION INFOTEC S.R.L.;20509700789; 
SEDE CENTRAL;PS3;2015;1215;DENUNCIA;4/08/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.;20211614545; 
SEDE CENTRAL;PS3;2015;1216;DENUNCIA;4/08/2015;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y ESPARCIMIENTO;CONCIERTOS;;; 
SEDE CENTRAL;PS3;2015;1217;DENUNCIA;4/08/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;1218;DENUNCIA;4/08/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;TOTAL ARTEFACTOS S.A.;20331429601; 
SEDE CENTRAL;PS3;2015;1219;DENUNCIA;4/08/2015;SERVICIOS VARIOS;SERVICIOS DE SALONES DE BELLEZA Y PELUQUERIAS;;; 
SEDE CENTRAL;PS3;2015;122;DENUNCIA;26/01/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;LINIO PERÚ S.A.C.;20547836473; 
SEDE CENTRAL;PS3;2015;1220;DENUNCIA;5/08/2015;HOTELES Y OTROS TIPOS DE HOSPEDAJE;SERVICIO DE HOSPEDAJE;BLUE MARLIN BEACH CLUB S.A.;20205605500; 
SEDE CENTRAL;PS3;2015;1221;DENUNCIA;5/08/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;OUTER HEAVEN S.A.C.;20553977321; 
SEDE CENTRAL;PS3;2015;1222;DENUNCIA;5/08/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;MOTOR MUNDO S.A.;20519033233; 
SEDE CENTRAL;PS3;2015;1223;DENUNCIA;5/08/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE MUEBLES;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;1224;DENUNCIA;5/08/2015;SERVICIOS VARIOS;SERVICIOS DE LAVANDERIA;ASCLEPIO INVERSIONES E.I.R.L.;20566601606; 
